Scan Results,09/26/2017 at 11:58:26 (GMT+0300),,,,,,,,,,,,,,,,,,,,,,,
Nayax LTD,Roul Walenberg 18 st,,Tel-Aviv,None,Israel,11111,,,,,,,,,,,,,,,,,,
Gal Bayer,nayax-gb,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Launch Date,Active Hosts,Total Hosts,Type,Status,Reference,Scanner Appliance,Duration,Scan Title,Asset Groups,IPs,Excluded IPs,Option Profile,,,,,,,,,,,,
10.0.0.181,nati.nayaxvend.int,NATI,Windows 10 Pro,"host scanned, found vuln",38116,SSL Server Information Retrieval,Ig,1,3389,tcp,,over ssl,,,,"The following is a list of supported SSL ciphers. 
Note: If a cipher is included in this list it means that it was possible to establish a SSL connection using that cipher. There are some web servers setups that allow connections to be established using a LOW grade cipher, only to provide a web page stating that the URL is accessible only through a non-LOW grade cipher. In this case even though LOW grade cipher will be listed here QID 38140 will not be reported.",N/A,N/A,,,"CIPHER	KEY-EXCHANGE	AUTHENTICATION	MAC	ENCRYPTION(KEY-STRENGTH)	GRADE
SSLv2 PROTOCOL IS DISABLED	 	 	 	 	 
SSLv3 PROTOCOL IS DISABLED	 	 	 	 	 
TLSv1 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
RC4-SHA	RSA	RSA	SHA1	RC4(128)	MEDIUM
RC4-MD5	RSA	RSA	MD5	RC4(128)	MEDIUM
DHE-RSA-AES256-SHA	DH	RSA	SHA1	AES(256)	HIGH
DHE-RSA-AES128-SHA	DH	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
TLSv1.1 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1.1	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
RC4-SHA	RSA	RSA	SHA1	RC4(128)	MEDIUM
RC4-MD5	RSA	RSA	MD5	RC4(128)	MEDIUM
DHE-RSA-AES256-SHA	DH	RSA	SHA1	AES(256)	HIGH
DHE-RSA-AES128-SHA	DH	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
TLSv1.2 PROTOCOL IS ENABLED	 	 	 	 	 
TLSv1.2	COMPRESSION METHOD	None	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
RC4-SHA	RSA	RSA	SHA1	RC4(128)	MEDIUM
RC4-MD5	RSA	RSA	MD5	RC4(128)	MEDIUM
DHE-RSA-AES256-SHA	DH	RSA	SHA1	AES(256)	HIGH
DHE-RSA-AES128-SHA	DH	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA256	RSA	RSA	SHA256	AES(256)	HIGH
AES128-SHA256	RSA	RSA	SHA256	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
DHE-RSA-AES128-GCM-SHA256	DH	RSA	AEAD	AESGCM(128)	MEDIUM
AES256-GCM-SHA384	RSA	RSA	AEAD	AESGCM(256)	HIGH
AES128-GCM-SHA256	RSA	RSA	AEAD	AESGCM(128)	MEDIUM
DHE-RSA-AES256-GCM-SHA384	DH	RSA	AEAD	AESGCM(256)	HIGH
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-GCM-SHA384	ECDH	RSA	AEAD	AESGCM(256)	HIGH
ECDHE-RSA-AES128-GCM-SHA256	ECDH	RSA	AEAD	AESGCM(128)	MEDIUM
ECDHE-RSA-AES256-SHA384	ECDH	RSA	SHA384	AES(256)	HIGH
ECDHE-RSA-AES128-SHA256	ECDH	RSA	SHA256	AES(128)	MEDIUM
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
RC4-SHA	RSA	RSA	SHA1	RC4(128)	MEDIUM
RC4-MD5	RSA	RSA	MD5	RC4(128)	MEDIUM
DHE-RSA-AES256-SHA	DH	RSA	SHA1	AES(256)	HIGH
DHE-RSA-AES128-SHA	DH	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
RC4-SHA	RSA	RSA	SHA1	RC4(128)	MEDIUM
RC4-MD5	RSA	RSA	MD5	RC4(128)	MEDIUM
DHE-RSA-AES256-SHA	DH	RSA	SHA1	AES(256)	HIGH
DHE-RSA-AES128-SHA	DH	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
RC4-SHA	RSA	RSA	SHA1	RC4(128)	MEDIUM
RC4-MD5	RSA	RSA	MD5	RC4(128)	MEDIUM
DHE-RSA-AES256-SHA	DH	RSA	SHA1	AES(256)	HIGH
DHE-RSA-AES128-SHA	DH	RSA	SHA1	AES(128)	MEDIUM
AES256-SHA256	RSA	RSA	SHA256	AES(256)	HIGH
AES128-SHA256	RSA	RSA	SHA256	AES(128)	MEDIUM
AES256-SHA	RSA	RSA	SHA1	AES(256)	HIGH
AES128-SHA	RSA	RSA	SHA1	AES(128)	MEDIUM
DHE-RSA-AES128-GCM-SHA256	DH	RSA	AEAD	AESGCM(128)	MEDIUM
AES256-GCM-SHA384	RSA	RSA	AEAD	AESGCM(256)	HIGH
AES128-GCM-SHA256	RSA	RSA	AEAD	AESGCM(128)	MEDIUM
DHE-RSA-AES256-GCM-SHA384	DH	RSA	AEAD	AESGCM(256)	HIGH
ECDHE-RSA-AES256-SHA	ECDH	RSA	SHA1	AES(256)	HIGH
ECDHE-RSA-AES128-SHA	ECDH	RSA	SHA1	AES(128)	MEDIUM
ECDHE-RSA-AES256-GCM-SHA384	ECDH	RSA	AEAD	AESGCM(256)	HIGH
ECDHE-RSA-AES128-GCM-SHA256	ECDH	RSA	AEAD	AESGCM(128)	MEDIUM
ECDHE-RSA-AES256-SHA384	ECDH	RSA	SHA384	AES(256)	HIGH
ECDHE-RSA-AES128-SHA256	ECDH	RSA	SHA256	AES(128)	MEDIUM",no,,General remote services
10.0.0.181,nati.nayaxvend.int,NATI,Windows 10 Pro,"host scanned, found vuln",38291,SSL Session Caching Information,Ig,1,3389,tcp,,over ssl,,,,"SSL session is a collection of security parameters that are negotiated by the SSL client and server for each SSL connection. SSL session caching is targeted to reduce the overhead of negotiations in recurring SSL connections. SSL sessions can be reused to resume an earlier connection or to establish multiple simultaneous connections. The client suggests an SSL session to be reused by identifying the session with a Session-ID during SSL handshake. If the server finds it appropriate to reuse the session,  then they both proceed to secure communication with already known security parameters.
 
This test determines if SSL session caching is enabled on the host.",SSL session caching is part of the SSL and TLS protocols and is not a security threat. The result of this test is for informational purposes only.,,,,TLSv1 session caching is enabled on the target.TLSv1.1 session caching is enabled on the target.TLSv1.2 session caching is enabled on the target.,no,,General remote services
10.0.0.181,nati.nayaxvend.int,NATI,Windows 10 Pro,"host scanned, found vuln",38597,SSL/TLS invalid protocol version tolerance,Ig,1,3389,tcp,,over ssl,,,,SSL/TLS protocols have different version that can be supported by both the client and the server. This test attempts to send invalid protocol versions to the target in order to find out what is the target's behavior. The results section contains a table that indicates what was the target's response to each of our tests.,N/A,N/A,,,"my version	target version
0304	0303
0399	0303
0400	0303
0499	0303",no,,General remote services
10.0.0.181,nati.nayaxvend.int,NATI,Windows 10 Pro,"host scanned, found vuln",38600,SSL Certificate will expire within next six months,Ig,1,3389,tcp,,over ssl,,,,Certificates are used for authentication purposes in different protocols such as SSL/TLS. Each certificate has a validity period outside of which it is supposed to be considered invalid. This QID is reported to inform that a certificate will expire within next six months. The advance notice can be helpful since obtaining a certificate can take some time.,Expired certificates can cause connection disruptions or compromise the integrity and privacy of the connections being protected by the certificates.,Contact the certificate authority that signed your certificate to arrange for a renewal.,,,Certificate 0 CN=NATI.nayaxvend.int The certificate will expire within six months: Feb 12 19:22:54 2018 GMT,no,,General remote services
10.0.0.181,nati.nayaxvend.int,NATI,Windows 10 Pro,"host scanned, found vuln",38609,SSL Server default Diffie-Hellman prime information,Ig,1,3389,tcp,,over ssl,,,,"Diffie-Hellman is a popular cryptographic algorithm used by SSL/TLS. 
- For fixed primes: 1024 and below are considered unsafe.

- For variable primes: 512 is unsafe. 768 is probably mostly safe, but might not be for long. 1024 and above are considered safe.",N/A,N/A,,,SSL server default to use Diffie-Hellman key exchange method with variable 2048(bits) prime,no,,General remote services
10.0.0.181,nati.nayaxvend.int,NATI,Windows 10 Pro,"host scanned, found vuln",42350,TLS Secure Renegotiation Extension Support Information,Ig,1,3389,tcp,,over ssl,,,,"Secure Socket Layer (SSL) and Transport Layer Security (TLS) renegotiation are vulnerable to an attack in which the attacker forms a TLS connection with the target server, injects content of his choice, and then splices in a new TLS connection from a client. The server treats the client's initial TLS handshake as a renegotiation and thus believes that the initial data transmitted by the attacker is from the same entity as the subsequent client data. TLS protocol was extended to cryptographically tierenegotiations to the TLS connections they are being performed over. This is referred to as TLS secure renegotiation extension. This detection determines whether the TLS secure renegotiation extension is supported by the server or not.",N/A,N/A,,,TLS Secure Renegotiation Extension Status: supported.,no,,General remote services
10.0.0.181,nati.nayaxvend.int,NATI,Windows 10 Pro,"host scanned, found vuln",86002,SSL Certificate - Information,Ig,1,3389,tcp,,over ssl,,,,,,,,,"NAME	VALUE
(0)CERTIFICATE 0	 
(0)Version	3 (0x2)
(0)Serial Number	 10:ca:b9:16:fa:09:a7:83:40:19:d1:f6:d0:78:6e:ff 
(0)Signature Algorithm	sha256WithRSAEncryption
(0)ISSUER NAME	 
commonName	NATI.nayaxvend.int
(0)SUBJECT NAME	 
commonName	NATI.nayaxvend.int
(0)Valid From	Aug 13 19:22:54 2017 GMT
(0)Valid Till	Feb 12 19:22:54 2018 GMT
(0)Public Key Algorithm	rsaEncryption
(0)RSA Public Key	(2048 bit)
(0)	 Public-Key: (2048 bit)
(0)	 Modulus:
(0)	 00:ba:69:fa:c8:6e:92:d0:e2:39:99:c9:85:f9:03:
(0)	 7b:5c:63:83:a1:1a:5a:98:f5:45:d9:0e:9a:37:56:
(0)	 98:7e:95:20:76:e7:99:c8:43:8b:c1:50:0d:a9:16:
(0)	 74:97:a9:b2:e1:ad:5d:3d:55:06:8e:f3:8b:b4:af:
(0)	 86:59:14:a9:12:7c:f7:66:df:d8:3f:c6:b2:1d:dd:
(0)	 5b:df:5a:03:fa:a8:ea:37:93:00:6f:0c:72:c0:ee:
(0)	 57:53:60:d5:7f:48:47:e7:ee:89:13:a4:b2:b5:6a:
(0)	 68:ef:dc:56:ba:c6:02:d2:44:52:5e:38:08:7a:06:
(0)	 31:37:12:1a:32:48:e2:dc:93:90:92:6f:36:6b:0d:
(0)	 b9:11:1c:f5:1c:34:1f:f0:07:88:72:a2:2b:23:2e:
(0)	 c7:1b:19:42:60:b5:d2:c4:76:13:f9:d7:3a:b1:58:
(0)	 c4:e7:de:fb:aa:63:c4:54:1d:10:91:ca:ad:95:d4:
(0)	 d1:ad:ee:5e:f0:24:db:8e:4f:5c:5a:88:9e:da:cf:
(0)	 01:59:ae:9b:0a:2a:7f:fd:47:34:67:e9:35:4e:b8:
(0)	 f3:8d:4c:0e:dc:bb:91:60:42:55:f7:6a:13:f1:4b:
(0)	 70:2b:f2:3a:2b:26:39:e6:d4:a8:7e:a6:71:a1:e2:
(0)	 82:16:ba:b7:6e:ad:f8:1c:25:08:3f:6d:ed:38:4f:
(0)	 fc:33
(0)	 Exponent: 65537 (0x10001)
(0)X509v3 EXTENSIONS	 	
(0)X509v3 Extended Key Usage	 TLS Web Server Authentication
(0)X509v3 Key Usage	 Key Encipherment, Data Encipherment
(0)Signature	(256 octets)
(0)	45:68:0f:8b:cf:c7:5e:d1:44:af:dc:81:d8:10:6a:ee
(0)	d1:44:4b:5b:19:ce:47:74:51:16:ee:1a:fb:2a:27:2e
(0)	df:61:77:e8:e5:34:43:4d:a4:6c:dc:3a:5c:08:c5:e9
(0)	72:fc:56:91:c6:f7:16:96:b4:4a:b5:2b:8c:12:64:29
(0)	42:fc:b9:2e:42:c9:9c:5b:4c:4e:38:75:c2:83:5b:25
(0)	0f:09:a5:bc:57:e5:5f:55:05:af:eb:cc:61:e4:43:a0
(0)	3f:4a:17:46:01:2e:0c:a9:00:c5:3c:e7:81:ef:f6:cb
(0)	93:92:24:74:25:9f:45:6c:77:ad:9e:8b:c8:47:cb:76
(0)	08:b3:67:b9:f9:94:f2:ea:da:1f:9a:e7:80:9e:e0:1b
(0)	ac:c6:9b:2f:f1:8d:f5:82:48:ec:33:96:86:95:75:33
(0)	2a:07:f3:eb:96:b2:00:f3:f7:38:04:67:b3:bd:e9:a8
(0)	32:d1:ec:ad:aa:3c:82:6b:e8:fd:ed:37:b8:69:5d:c2
(0)	89:02:c2:4f:a2:b6:5c:29:1d:1f:a8:2a:98:1a:91:6d
(0)	64:8e:56:1a:22:fe:99:98:f8:9f:57:58:8c:f3:16:df
(0)	38:54:29:72:94:e2:1d:2f:4d:bb:08:6f:82:72:da:4b
(0)	eb:08:c9:50:12:48:3b:68:8b:db:16:4d:ee:6b:30:06",no,,Web server
10.0.0.181,nati.nayaxvend.int,NATI,Windows 10 Pro,"host scanned, found vuln",19101,Microsoft SQL Server Cluster Presence Check,Ig,1,1434,udp,,,,,,The scanner probed the target Microsoft SQL Server to determine if a cluster is being used. Using SQL clustering is required for redundancy/fail-over purposes. The results of the check are posted below.,,,,,SQL Cluster Not Installed,no,,Database
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",90080,Administrator Account's Password Does Not Expire,Vuln,3,,,,,,,,The scanner probed the Security & Accounts Database (SAM) and found that the target Windows box's Administrator account has a password that does not expire.,"Depending on the site's policy, this may be considered a security vulnerability since it allows attackers an infinite duration to try bruteforcing (guessing over multiple login attempts) the password for the account.","Reconfigure the Administrator account's properties to expire the password after a specified duration per the site's policy. Ideally, domain-wide policies should be set on the Domain Controller so that all Windows hosts on the domain comply automatically, and each individual host does not need to be configured.
 
Note that the Administrator account on the Domain Controller(s) will always have a password that does not expire, since the option check box in the properties dialog box for this account is greyed out.  Additional details can be found under QID 45031 ""Accounts Enumerated From SAM Database Whose Passwords Do Not Expire.""",,,,yes,,Windows
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",105228,Built-in Guest Account Not Renamed at Windows Target System,Vuln,3,,,,,,,,The built-in Guest account is not renamed at the target Microsoft Windows system.,Knowing a valid username allows for substantially easier bruteforcing attacks.,Rename the Guest account.,,,Guest,no,,Security Policy
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",38628,SSL/TLS Server supports TLSv1.0,Vuln,3,3389,tcp,,over ssl,,,,"TLS is capable of using a multitude of ciphers (algorithms) to create the public and private key pairs. 
For example if TLSv1.0 uses either the RC4 stream cipher, or a block cipher in CBC mode. 
RC4 is known to have biases and the block cipher in CBC mode is vulnerable to the POODLE attack. 

TLSv1.0, if configured to use the same cipher suites as SSLv3, includes a means by which a TLS implementation can downgrade the connection to SSL v3.0, thus weakening security. 

A POODLE-type (https://blog.qualys.com/ssllabs/2014/12/08/poodle-bites-tls) attack could also be launched directly at TLS without negotiating a downgrade. 

  This QID will be marked as a Fail for PCI as of May 1st, 2017 in accordance with the new standards.  For existing implementations, Merchants will be able to submit a PCI False Positive / Exception Request and provide proof of their Risk Mitigation and Migration Plan, which will result in a pass for PCI up until June 30th, 2018.
 
 Further details can be found at: NEW PCI DSS v3.2 and Migrating from SSL and Early TLS v1.1 (https://community.qualys.com/message/34120)","An attacker can exploit cryptographic flaws to conduct man-in-the-middle type attacks or to decryption communications. 
For example: An attacker could force a downgrade from the TLS protocol to the older SSLv3.0 protocol and exploit the POODLE vulnerability, read secure communications or maliciously modify messages. 
A POODLE-type (https://blog.qualys.com/ssllabs/2014/12/08/poodle-bites-tls) attack could also be launched directly at TLS without negotiating a downgrade.","Disable the use of TLSv1.0 protocol in favor of a cryptographically stronger protocol such as TLSv1.2.
The following openssl commands can be used to do a manual test:
openssl s_client -connect ip:port -tls1

If the test is successful, then the target support TLSv1",,,TLSv1.0 is supported,yes,,General remote services
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",38657,Birthday attacks against TLS ciphers with 64bit block size vulnerability (Sweet32),Vuln,3,3389,tcp,,over ssl,CVE-2016-2183,,"92630, 95568","Legacy block ciphers having block size of 64 bits are vulnerable to a practical collision attack when used in CBC mode. 
All versions of SSL/TLS protocol support cipher suites which use DES or 3DES as the symmetric encryption cipher are affected.",Remote attackers can obtain cleartext data via a birthday attack against a long-duration encrypted session.,"Disable and stop using DES and 3DES ciphers.
The following openssl commands can be used to do a manual test:
openssl s_client -connect ip:port -cipher ""DES:3DES"" -ssl2
openssl s_client -connect ip:port -cipher ""DES:3DES"" -ssl3
openssl s_client -connect ip:port -cipher ""DES:3DES"" -tls1
openssl s_client -connect ip:port -cipher ""DES:3DES"" -tls1_1
openssl s_client -connect ip:port -cipher ""DES:3DES"" -tls1_2

If any of these tests is successful, then the target is vulnerable to Sweet32.",,,"CIPHER	KEY-EXCHANGE	AUTHENTICATION	MAC	ENCRYPTION(KEY-STRENGTH)	GRADE
TLSv1 WITH DES/3DES CIPHERs IS SUPPORTED	 	 	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
TLSv1.1 WITH DES/3DES CIPHERs IS SUPPORTED	 	 	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
TLSv1.2 WITH DES/3DES CIPHERs IS SUPPORTED	 	 	 	 	 
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM
DES-CBC3-SHA	RSA	RSA	SHA1	3DES(168)	MEDIUM",no,,General remote services
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",86728,Web Server Uses Plain-Text Form Based Authentication,Vuln,3,80,tcp,,,,,,The Web server uses plain-text form based authentication. A web page exists on the target host which uses an HTML login form. This data is sent from the client to the server in plain-text.,An attacker with access to the network traffic to and from the target host may be able to obtain login credentials for other users by sniffing the network traffic.,"Please contact the vendor of the hardware/software for a possible fix for the issue. For custom applications, ensure that data sent via HTML login forms is encrypted before being sent from the client to the host.",,,"GET /monitoring/ HTTP/1.1
Host: shay.nayaxvend.int
Connection: Keep-Alive

<form method=""post"" action=""./"" id=""form1"">
<input type=""hidden"" name=""__VIEWSTATE"" id=""__VIEWSTATE"" value=""/wEPDwUJNTcyNDEwMTQ1ZBgBBR5fX0NvbnRyb2xzUmVxdWlyZVBvc3RCYWNrS2V5X18WAwUHY21kRG9JdAUGcmVtaW5kBQZjaGFuZ2UeGs/PCLmPWZQCTlz+ItRPMdIfkbBIdRCP/Df0qnnepQ=="" />

<input type=""hidden"" name=""__VIEWSTATEGENERATOR"" id=""__VIEWSTATEGENERATOR"" value=""5F370426"" />
<input type=""hidden"" name=""__EVENTVALIDATION"" id=""__EVENTVALIDATION"" value=""/wEdAAknf54c7jlP7E2L7zNee1DrDFTzKcXJqLg+OeJ6QAEa2nY2+Mc6SrnAqio3oCKbxYYWmLDZQOj/eTEW09cc+FTq4HzAxCL+sTrqohyZFzdCmF1Uwh+mbFZZ4q8eompVT/VFsZHbE5yFV9y91Bl+2nh7SqJe723MDl999xsKLiCMREIYHSNMBMvv/Sr/TE+c088sj3eo0AIeBaVmQ9oVb/SG+j5JeEdY2QDxh/7zxTCahg=="" />
<div class=""loginContainer"">
<div class=""formData login"">
<div class=""leftLogin"">
</div>
<div class=""rightLogin"">
<div class=""inpTop"">
</div>
<div class=""inpLine"">
<span>Username</span>
</div>
<div class=""inpLine"">
<input name=""txtUser"" type=""text"" id=""txtUser"" class=""field"" />
&nbsp;
</div>
<div class=""inpLine"">
<span>Password</span>
</div>
<div class=""inpLine"">
<input name=""txtPassword"" type=""password"" id=""txtPassword"" class=""field"" />
&nbsp;
</div>
<div class=""inpBottom"">
<input type=""image"" name=""cmdDoIt"" id=""cmdDoIt"" class=""submitBtn"" Text=""Login"" src=""LoginPage/btnLogin.png"" onclick=""javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;cmdDoIt&quot;, &quot;&quot;, true, &quot;login&quot;, &quot;&quot;, false, false))"" />
</div>
</div>
</div>
<div class=""shadow"">",yes,,Web server
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",38003,TCP Test-Services,Vuln,2,,,,,,,,"This system is running TCP services, which are generally used for network testing purposes only (7 echo, 9 discard, 13 daytime, 17 quote of the day, 19 chargen, 37 time).  We recommend that no information be disclosed (even current server time).  Also, we advise against running superfluous services.","By exploiting this vulnerability, unauthorized users can gather information about the server.",Disable all TCP services not required on the server.,,,"Echo Service detected on port 7.
Daytime detected on port 13.
Chargen detected on port 19.",yes,,General remote services
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",70000,NetBIOS Name Accessible,Vuln,2,,,,,,,,Unauthorized users can obtain this host's NetBIOS server name from a remote system.,Unauthorized users can obtain the list of NetBIOS servers on your network.  This list outlines trust relationships between server and client computers.  Unauthorized users can therefore use a vulnerable host to penetrate secure servers.,"If the NetBIOS service is not required on this host, disable it. Otherwise, block any NetBIOS traffic at your network boundaries.",,,SHAY,no,,SMB / NETBIOS
10.0.0.179,shay.nayaxvend.int,SHAY,Windows 10 Pro,"host scanned, found vuln",90081,Default Windows Administrator Account Name Present,Vuln,2,,,,,CVE-1999-0585,,,"The scanner probed the LSA, Local Security Authority, for the administrator account's name. The target has the default/out-of-the-box name ""Administrator"" set.","Most attackers and malicious scripts assume an administrator account name of ""Administrator"" on Windows systems. If the target has not changed this name, it will simplify the task of the attacker, for example in bruteforcing the password for the account.","Change the administrator account's name to a non-default value.
 
Please note that if the scanner has been configured to use Windows Authentication and uses the local administrator account (as against a domain-admin account) to scan this target, the scanner will need to be reconfigured to use the new administrator account name instead.",,,Administrator,no,,Windows
